id,title,release_year,release_date,vote_average,popularity,vote_count
68202,Without Men,2011,2011-06-29,4.6,0.915353,8.0
94228,Two Times Lotte,1950,1950-12-01,5.9,1.42614,6.0
25587,The Land Before Time VIII: The Big Freeze,2001,2001-12-04,5.7,4.050424,41.0
38269,War of the Colossal Beast,1958,1958-06-04,4.6,0.217456,9.0
42305,Who's Minding the Store?,1963,1963-11-28,6.2,1.925571,20.0
39829,The Six Million Dollar Man,1973,1973-03-07,5.8,1.418486,16.0
57943,The Love Letter (1998),1998,1998-02-01,5.3,0.861656,4.0
24554,The Land Before Time X: The Great Longneck Migration,2003,2003-12-02,6.3,4.212417,44.0
47003,The Deadly Bees,1966,1966-12-23,5.0,0.688748,6.0
35668,They Came from Beyond Space,1967,1967-05-01,6.0,1.27689,9.0
62108,"Mumsy, Nanny, Sonny & Girly",1970,1970-02-12,5.9,0.90314,9.0
42468,Tales That Witness Madness,1973,1973-01-01,6.1,0.682072,8.0
13013,Son of Dracula (1974),1974,1974-04-12,2.2,0.415277,3.0
105902,Craze,1974,1974-05-15,5.8,0.344707,6.0
70810,The Ghoul (1975),1975,1975-07-11,5.5,1.148474,14.0
106280,Dark Tower,1989,1989-03-29,3.0,0.881779,1.0
38932,Holy Water,2009,2009-07-01,5.8,0.743612,15.0
42904,Supernova (2005),2005,2005-09-05,3.1,6.416966,14.0
42783,Kissin' Cousins,1964,1964-03-06,5.4,2.377285,9.0
65496,Student Services,2010,2010-01-18,4.4,3.732023,50.0
251768,JLA Adventures: Trapped in Time,2014,2014-01-21,5.9,4.217098,60.0
259074,Joy Ride 3,2014,2014-06-03,4.5,2.681592,53.0
70877,Inside Out (2011),2011,2011-09-27,4.5,2.257677,14.0
42303,The Karate Dog,2004,2004-05-05,3.5,0.742452,10.0
61168,Since You've Been Gone,1998,1998-06-06,4.0,0.75038,10.0
34128,Peter and Vandy,2009,2009-01-01,6.5,0.892007,8.0
37404,Hercules and the Amazon Women,1994,1994-04-24,5.2,1.703566,23.0
36421,Howling VI: The Freaks,1991,1991-01-01,4.2,2.61499,19.0
86059,The Comedians,1967,1967-10-31,5.8,2.86317,9.0
18920,Vi hade i alla fall tur med vädret,1980,1980-02-26,6.0,1.134897,7.0
150229,Tomorrow You're Gone,2012,2012-10-31,3.9,3.219988,15.0
256740,Wicked Blood,2014,2014-03-04,5.3,3.188634,37.0
58096,Killer Pad,2008,2008-02-05,3.8,4.372474,10.0
36283,"What Did You Do in the War, Daddy?",1966,1966-01-01,4.9,1.972935,12.0
43448,Rachel and the Stranger,1948,1948-09-20,5.1,0.401971,11.0
57258,The Indian Fighter,1955,1955-12-21,5.7,3.022988,11.0
49848,"Little Fish, Strange Pond",2009,2009-10-23,3.3,1.511958,4.0
41589,Trading Mom,1994,1994-05-13,5.1,1.356779,12.0
51438,MVP 2: Most Vertical Primate,2001,2001-10-05,6.2,1.323182,5.0
21518,Air Bud: Seventh Inning Fetch,2002,2002-06-18,4.6,1.757138,34.0
34672,Chestnut: Hero of Central Park,2004,2004-10-21,6.1,7.816233,20.0
26266,Spymate,2006,2006-01-24,4.7,0.538422,5.0
9973,Air Buddies,2006,2006-12-12,5.5,7.775902,50.0
48844,The Search for Santa Paws,2010,2010-10-12,5.2,3.049589,32.0
70587,Spooky Buddies,2011,2011-09-20,4.8,7.335001,24.0
78047,Treasure Buddies,2012,2012-01-31,4.2,5.470977,19.0
142308,Santa Paws 2: The Santa Pups,2012,2012-11-20,5.1,2.583829,15.0
149910,Super Buddies,2013,2013-08-07,6.0,3.306917,31.0
71376,Malicious (1995),1995,1995-11-06,5.7,0.608031,7.0
173793,White Tiger (1996),1996,1996-04-03,6.0,0.986861,2.0
26042,Warlock III: The End of Innocence,1999,1999-10-12,4.2,1.920393,15.0
59120,The Lost Tribe,2009,2009-11-07,5.6,1.391639,12.0
60853,Jim Thorpe – All-American,1951,1951-08-24,5.7,0.76582,5.0
67659,Guns for San Sebastian,1968,1968-03-20,6.8,1.576396,13.0
30027,Assault of the Party Nerds,1989,1989-01-01,4.8,0.196902,3.0
30028,Assault of the Party Nerds 2,1995,1995-05-09,0.0,0.007301,0.0
31277,Popstar,2005,2005-01-01,2.1,3.379955,8.0
73548,Miracle Dogs Too,2006,2006-04-01,5.3,0.209809,2.0
77874,InSight,2011,2011-09-02,5.2,1.323333,12.0
133446,Imaginary Friend,2012,2012-06-02,4.5,7.412679,11.0
210059,In the Dark,2013,2013-01-12,4.8,0.60312,3.0
240913,Non-Stop (2013),2013,2013-11-29,5.7,1.742471,17.0
283105,Expecting Amish,2014,2014-07-19,5.9,1.031839,7.0
51768,Rough Riders,1997,1997-07-20,4.1,0.481577,4.0
58012,The Devil's Brother,1933,1933-01-01,6.5,0.589807,14.0
113215,TekWar: TekLab,1994,1994-02-27,7.3,0.444773,3.0
113209,TekWar: TekLords,1994,1994-02-20,6.0,0.112734,1.0
89872,Musical Chairs,2012,2012-03-23,0.0,0.009322,0.0
174769,Night Song,1947,1947-11-10,6.0,0.081672,1.0
274060,John Loves Mary,1949,1949-01-01,6.0,0.294897,1.0
246218,The Underneath (2013),2013,2013-12-19,3.0,0.775092,3.0
102078,The Deep Six,1958,1958-01-15,4.5,0.71938,2.0
133491,The Delay,2012,2012-06-01,5.7,0.294455,3.0
84906,The Telegraph Trail,1933,1933-03-18,4.1,0.177405,5.0
35986,No Orchids for Miss Blandish,1948,1948-04-13,5.0,0.153413,2.0
153228,The Moonlighter,1953,1953-09-19,4.5,0.986013,3.0
224937,Nervous Ticks,1992,1992-03-01,0.0,0.932111,0.0
38382,Man of the Moment (1955),1955,1955-01-01,4.8,0.462887,3.0
49483,Oliver Twist (1982),1982,1982-03-23,6.1,0.609667,16.0
85429,Pretty Devils,2000,2000-02-09,4.3,0.220359,4.0
40858,The Underworld Story,1950,1950-07-26,5.3,0.765829,5.0
215299,Music for Millions,1944,1944-12-18,7.0,0.577087,1.0
109933,My Gal Sal,1942,1942-04-30,0.0,0.137966,0.0
5201,Wild Orchids,1929,1929-02-23,6.7,0.422399,3.0
89743,Movers & Shakers,1985,1985-05-03,7.0,0.087208,2.0
64130,The Rainbow Tribe,2011,2011-02-01,5.3,1.108375,4.0
47884,Nancy Drew... Trouble Shooter,1939,1939-06-17,7.5,0.270507,3.0
84312,Mosquita y Mari,2012,2012-08-03,6.6,0.789746,10.0
4529,The Defector,1966,1966-10-20,7.0,0.222979,2.0
218443,Graveyard Shift (2005),2005,2005-01-20,5.9,0.506439,4.0
79190,Jabberwock Dragon Siege,2011,2011-09-09,3.0,1.488831,5.0
78094,Sunday Too Far Away,1975,1975-06-01,6.5,0.000308,2.0
56146,The Moon and Sixpence,1942,1942-10-27,6.2,0.428483,3.0
66812,Nana (1926),1926,1926-06-25,8.0,0.410031,3.0
1790,Heaven with a Gun,1969,1969-05-20,4.3,0.418499,4.0
47882,Nancy Drew and the Hidden Staircase,1939,1939-09-09,7.4,0.153571,4.0
112648,Stranded (2002),2002,2002-01-20,3.8,1.182768,5.0
44663,Moscow Chill,2007,2007-01-01,3.5,0.561806,5.0
47883,Nancy Drew: Detective,1938,1938-11-19,7.5,0.150389,3.0
73424,True Adolescents,2009,2009-03-14,6.4,0.612806,9.0
98293,The Captain Hates the Sea,1934,1934-11-02,9.0,0.086883,1.0
260535,The Little Rascals Save the Day,2014,2014-03-25,5.9,3.868355,25.0
90376,"Love, Cheat & Steal",1993,1993-12-05,5.3,0.470468,3.0
81010,Ticket Out,2011,2011-07-20,5.2,1.06945,14.0
16089,Love Nest,1951,1951-10-10,5.9,1.022568,5.0
23022,Jigsaw (1949),1949,1949-05-28,4.0,1.049591,4.0
136867,Oliver Twist (1999),1999,1999-11-28,6.3,1.306213,12.0
35405,S*P*Y*S,1974,1974-09-05,5.9,0.774252,5.0
49429,Older Than America,2008,2008-03-08,4.2,0.96119,3.0
63512,Murders in the Rue Morgue (1971),1971,1971-10-06,6.2,0.719385,9.0
4968,The Piano Player,2003,2003-07-22,3.6,1.260539,4.0
79521,Miracle in the Rain,1956,1956-03-31,8.5,0.504255,2.0
16997,The Man Who Came Back,2008,2008-02-08,6.0,0.945624,2.0
60543,More Than a Miracle,1967,1967-10-19,4.9,0.378546,6.0
28282,Waterborne,2005,2005-03-13,5.5,0.349646,4.0
49050,Oblivion (1994),1994,1994-06-06,6.1,0.502075,8.0
26316,Mosquito Squadron,1969,1969-01-18,4.8,1.433703,3.0
71945,Night of Dark Shadows,1971,1971-08-04,6.0,0.393231,4.0
55529,The Thirst,2007,2007-05-15,2.9,0.250956,7.0
58664,Mostly Ghostly,2008,2008-09-30,4.8,2.064163,10.0
27376,Muscle Beach Party,1964,1964-03-25,6.1,4.269022,13.0
29400,The Old Dark House (1963),1963,1963-10-30,5.7,0.736818,10.0
32978,Necrosis,2009,2009-01-01,3.8,1.982029,8.0
42367,Hot Water,1924,1924-10-26,6.5,0.707239,6.0
52011,The Thirteen Assassins,1963,1963-12-07,7.8,1.161105,8.0
60173,Nemesis 4: Death Angel,1996,1996-12-23,4.4,1.004636,6.0
107096,Nemesis 3: Time Lapse,1996,1996-06-18,5.3,0.781245,4.0
43407,None But the Brave,1965,1965-02-24,5.4,1.200662,10.0
44773,The 7 Adventures of Sinbad,2010,2010-01-01,2.8,1.599535,12.0
38132,My 5 Wives,2000,2000-09-08,3.9,0.743283,4.0
73257,My Brother the Pig,1999,1999-09-10,3.9,0.873645,5.0
44381,Napoleon (1995),1995,1995-10-10,5.5,0.863567,15.0
26538,Jack Frost (1979),1979,1979-12-13,6.3,0.734387,12.0
69792,Love Birds,2011,2011-02-24,6.1,1.386526,13.0
16309,Monster (2008),2008,2008-01-18,1.7,0.819755,7.0
106968,The Road Killers,1994,1994-05-07,6.0,1.080956,5.0
39044,The Curse of the Mummy's Tomb,1964,1964-10-18,5.8,1.942771,16.0
32387,Stick,1985,1985-04-26,5.5,6.357952,17.0
76864,Tic Tac,1997,1997-10-31,5.9,0.212894,7.0
25386,The 39 Steps (1959),1959,1959-03-13,6.5,1.451635,7.0
34586,Kandahar (2010),2010,2010-02-04,6.4,1.011029,12.0
54613,The Duchess and the Dirtwater Fox,1976,1976-04-01,5.7,1.36669,12.0
87514,Skyjacked,1972,1972-05-24,6.8,2.70306,16.0
3582,The Millionairess,1960,1960-10-18,5.3,3.001543,9.0
45568,Legacy (2010),2010,2010-10-15,5.2,4.866221,11.0
37608,The New Centurions,1972,1972-08-03,6.8,1.765721,9.0
23816,Sands Of Oblivion,2007,2007-07-28,3.6,4.084078,10.0
71204,Tempted,2001,2001-01-01,4.0,1.004122,4.0
48374,Piranha (1995),1995,1995-10-01,4.1,1.044199,19.0
31242,Just 4 Kicks,2003,2003-01-01,4.0,0.719194,1.0
30402,Intermedio,2005,2005-03-29,1.3,0.737291,4.0
99732,The Last Flight (1931),1931,1931-08-29,5.0,0.211093,3.0
45662,Space Chimps 2: Zartog Strikes Back,2010,2010-05-26,4.5,1.585311,27.0
44775,Pack Up Your Troubles,1932,1932-09-16,7.1,1.087814,15.0
53953,The Tooth Fairy,2006,2006-08-08,4.3,0.740517,13.0
11643,"If It's Tuesday, This Must Be Belgium",1969,1969-04-24,4.5,6.315524,6.0
50364,The Bad Mother's Handbook,2007,2007-01-01,6.3,0.314837,6.0
171130,Starlift,1951,1951-12-14,5.8,0.529599,2.0
103934,Too Young To Kiss,1951,1951-11-22,6.0,0.355166,1.0
43866,The Firefly,1937,1937-11-05,7.0,0.207589,1.0
28321,Naked Violence,1969,1969-11-10,6.1,1.077964,7.0
61462,The Italian Connection,1972,1972-09-02,7.1,1.935637,18.0
80601,Seduction,1973,1973-01-01,7.0,1.80927,2.0
89651,Loaded Guns,1975,1975-02-01,4.5,0.082355,2.0
74379,Kidnap Syndicate,1975,1975-08-27,7.0,0.134354,1.0
65320,Rulers of the City,1976,1976-12-03,5.8,0.254612,5.0
55685,To Be Twenty,1978,1978-07-14,5.7,1.737503,9.0
59117,Torrente 4: Lethal crisis,2011,2011-03-11,5.6,2.260114,47.0
254869,Torrente 5: Operación Eurovegas,2014,2014-10-03,5.2,4.207751,69.0
109689,I Want You (2012),2012,2012-06-22,6.6,7.78818,317.0
76341,Mad Max: Fury Road,2015,2015-05-13,7.3,29.36178,9629.0
280092,Insidious: Chapter 3,2015,2015-06-04,6.3,10.098792,1005.0
140607,Star Wars: The Force Awakens,2015,2015-12-15,7.5,31.626013,7993.0
271969,Ben-Hur (2016),2016,2016-08-17,5.3,11.51021,642.0
68735,Warcraft,2016,2016-05-25,6.3,12.572718,2325.0
99861,Avengers: Age of Ultron,2015,2015-04-22,7.3,37.37942,6908.0
76600,Avatar 2,2020,2020-12-16,0.0,6.020055,58.0
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017-05-23,6.6,133.82782,2814.0
141052,Justice League,2017,2017-11-15,0.0,25.944629,0.0
102899,Ant-Man,2015,2015-07-14,7.0,26.882388,6029.0
166424,Fantastic Four (2015),2015,2015-08-05,4.4,17.246484,2322.0
293660,Deadpool,2016,2016-02-09,7.4,187.860492,11444.0
284053,Thor: Ragnarok,2017,2017-10-25,0.0,57.283628,0.0
283995,Guardians of the Galaxy Vol. 2,2017,2017-04-19,7.6,185.330992,4858.0
271110,Captain America: Civil War,2016,2016-04-27,7.1,145.882135,7462.0
284052,Doctor Strange (2016),2016,2016-10-25,7.1,43.847654,5880.0
246655,X-Men: Apocalypse,2016,2016-05-18,6.4,28.712522,4831.0
72900,Manolito Four Eyes,1999,1999-06-23,5.4,0.647123,8.0
77680,El robobo de la jojoya,1991,1991-12-20,4.6,0.481394,7.0
268171,Elsa & Fred,2014,2014-03-07,6.2,3.65758,31.0
54148,Soccer Days,2003,2003-09-19,6.2,1.211616,15.0
75752,Too Late Blues,1961,1961-11-07,6.6,3.833088,8.0
290695,Melbourne,2014,2014-02-07,6.2,0.732605,5.0
133790,Clear History,2013,2013-08-10,6.2,7.864289,122.0
279914,The Identical,2014,2014-09-05,4.9,1.721715,14.0
301883,The Trans-Atlantic Mystery,1932,1932-08-31,0.0,0.012305,0.0
214264,The Gamers: Hands of Fate,2013,2013-08-15,6.3,0.447626,10.0
270343,Love at First Fight,2014,2014-08-20,6.3,8.569586,153.0
183932,Mare Nostrum,1926,1926-02-15,5.0,0.281912,1.0
96175,Skylark (1941),1941,1941-11-21,6.8,0.557978,3.0
144676,Scorpio One,1998,1998-01-01,3.0,0.478101,4.0
118439,The Gambler Returns: The Luck Of The Draw,1991,1991-11-03,3.0,0.377806,2.0
104427,The Affairs of Annabel,1938,1938-09-09,0.0,0.85685,0.0
102289,Montana Belle,1952,1952-11-07,5.5,0.256382,1.0
87983,The Clown (1953),1953,1953-01-16,4.3,0.100398,2.0
26631,In the Blood (2006),2006,2006-01-01,5.0,0.038824,1.0
116780,Lizzie (1957),1957,1957-04-04,7.0,0.733408,1.0
63486,Magic Boy,1959,1959-12-25,7.0,0.162513,2.0
214446,Someone to Love,1988,1988-04-21,5.0,0.868693,1.0
42650,The Savage Seven,1968,1968-05-01,5.2,0.369964,5.0
33733,One More Time (1970),1970,1970-05-01,2.9,0.277486,4.0
82868,I Don't Buy Kisses Anymore,1992,1992-04-24,5.0,0.146178,3.0
155208,Night Unto Night,1949,1949-06-10,5.0,0.418513,3.0
58757,Heidi (1952),1952,1952-11-13,7.5,0.73248,2.0
53573,Sidewalks of New York (1931),1931,1931-09-26,0.0,0.001859,0.0
176627,Mary Stevens M.D.,1933,1933-07-22,7.0,0.306951,2.0
107073,The Prize (2011),2011,2011-02-15,5.9,0.175473,4.0
84719,Man Made Monster,1941,1941-03-28,7.8,0.14576,4.0
109109,Horror Island,1941,1941-03-28,5.5,1.218141,5.0
26801,Sealed Lips,1942,1942-01-02,6.0,0.365978,2.0
2648,Aces Go Places V: The Terracotta Hit,1989,1989-01-01,5.1,0.852792,5.0
48645,Pagan Love Song,1950,1950-12-26,6.0,0.521697,1.0
47993,The Golden Age of Comedy,1957,1957-12-26,8.0,0.036643,1.0
156141,Stalingrad (1989),1989,1989-01-01,4.0,1.201846,2.0
84346,The Tsunami and the Cherry Blossom,2011,2011-09-12,5.0,0.083014,1.0
252096,"Goodbye, Mr. President",1987,1987-01-16,0.0,0.001282,0.0
68351,Sankofa,1993,1993-05-28,6.9,0.04586,5.0
12427,Teza,2008,2008-01-01,7.4,0.663788,5.0
156201,Red Dust (1990),1990,1990-11-23,5.5,0.615136,2.0
77678,Talk About a Stranger,1952,1952-04-18,5.0,0.09903,1.0
178607,Right Cross,1950,1950-10-06,0.0,0.063783,0.0
74694,Heidi (1993),1993,1993-07-18,6.8,0.983016,16.0
1163,The Miracle Worker (2000),2000,2000-11-12,5.1,2.188867,6.0
72032,Return of Sabata,1971,1971-09-03,4.8,1.332751,11.0
45398,The McKenzie Break,1970,1970-10-28,6.3,1.564115,8.0
45020,Mercy (2009),2009,2009-11-11,5.2,1.10573,6.0
16652,Happily N'Ever After 2,2009,2009-03-24,4.0,3.340303,51.0
128598,Left for Dead,2007,2007-03-04,4.7,0.552064,6.0
52251,Hotel (2004),2004,2004-07-25,6.0,0.579155,11.0
53950,The Hearse,1980,1980-06-01,5.5,1.362088,15.0
21533,Voyage of the Unicorn,2001,2001-01-01,5.7,3.043915,14.0
37610,The Geisha Boy,1958,1958-11-02,7.1,1.771469,17.0
69234,The Phantom of the Opera (1990),1990,1990-03-18,5.0,0.43849,3.0
69234,The Phantom of the Opera (1990),1990,1990-03-18,5.0,0.43849,3.0
62410,P.U.N.K.S,1999,1999-01-05,4.9,1.143115,5.0
24059,When a Man Falls,2007,2007-02-12,3.8,0.643454,2.0
111043,Springfield Rifle,1952,1952-10-25,4.9,0.887304,8.0
288521,Why Be Good?,1929,1929-02-28,7.5,0.374038,2.0
168164,The Expedition to the End of the World,2013,2013-02-13,7.5,0.143398,2.0
216457,Jealousy (2013),2013,2013-10-03,6.4,1.451464,17.0
55531,The Radio Burglary,1951,1951-04-06,8.0,0.054709,1.0
229594,A Dangerous Place (1995),1995,1995-04-25,7.0,0.604166,2.0
215405,Magic Kid,1993,1993-10-27,4.5,0.696532,4.0
93892,The Hoodlum Priest,1961,1961-03-26,2.5,0.141952,2.0
206581,The Divine Woman,1928,1928-01-13,5.0,0.149852,1.0
25735,The Gangster,1947,1947-11-25,3.3,0.552189,4.0
27738,Russkies,1987,1987-11-06,4.5,1.184009,5.0
75826,Hercules and the Lost Kingdom,1994,1994-05-02,5.1,0.766579,18.0
93077,Rites of Passage,2012,2012-04-24,4.4,1.885563,16.0
228245,The Suspect (2013),2013,2013-10-16,5.5,7.130407,18.0
44811,Mongolian Death Worm,2010,2010-04-08,2.8,0.604059,6.0
14427,Winter Break,2003,2003-03-22,3.6,1.622053,9.0
117120,The Facility,2012,2012-06-23,4.6,3.504587,14.0
27353,Shredderman Rules,2007,2007-06-09,3.7,1.97503,6.0
49712,Man on Fire (1987),1987,1987-09-04,6.2,1.76158,14.0
53085,Piranha Hunt,2006,2006-04-06,6.0,0.784854,12.0
258251,Ironclad 2: Battle for Blood,2014,2014-03-14,5.4,1.002102,34.0
21795,Voices (2007),2007,2007-08-22,5.9,1.239318,17.0
24556,The Land Before Time XI: Invasion of the Tinysauruses,2005,2005-01-11,5.9,4.40127,35.0
97732,See Girl Run,2013,2013-04-26,4.3,0.898921,15.0
41235,Ritual (2002),2002,2002-01-01,3.7,2.467616,20.0
41625,Head Office,1985,1985-06-06,6.1,0.647779,4.0
31981,Jim Jefferies: I Swear to God,2009,2009-05-16,6.8,1.01532,25.0
236324,Social Nightmare,2013,2013-08-31,5.1,2.1238,25.0
44862,Once Fallen,2010,2010-11-02,4.0,6.128473,9.0
80596,The Magic Box,1951,1951-01-01,6.6,0.401331,7.0
51791,The Adventures of Tartu,1943,1943-10-01,5.3,1.149061,4.0
87115,Knight Without Armour,1937,1937-07-23,5.3,0.223223,3.0
40785,Suddenly (2006),2006,2006-12-22,4.8,0.778744,5.0
98586,Winning Streak,2012,2012-04-26,5.1,2.774314,24.0
52203,The Flesh and the Fiends,1960,1960-02-02,5.4,3.367599,7.0
47197,The Lion Has Wings,1939,1939-11-03,3.0,0.049691,1.0
86956,Sanders of the River,1935,1935-05-10,5.0,0.104391,1.0
28567,The Macomber Affair,1947,1947-09-17,6.0,0.438397,3.0
88320,A Woman's Vengeance,1948,1948-01-29,6.0,0.058827,1.0
173893,"Cry, the Beloved Country (1952)",1952,1952-04-26,6.7,0.691117,3.0
126759,Address Unknown (1944),1944,1944-06-01,3.2,0.398218,3.0
121354,The Great Man,1956,1956-12-01,5.0,0.076706,1.0
176216,I Accuse!,1958,1958-03-05,5.5,0.922723,1.0
28187,State Fair (1962),1962,1962-03-09,4.9,0.242335,4.0
48836,Kill Katie Malone,2010,2010-10-10,3.9,2.369012,11.0
16444,The First of the Few,1942,1942-09-14,6.3,0.901645,9.0
38611,The Sacketts,1979,1979-05-08,5.9,0.341176,5.0
32560,Rio Conchos,1964,1964-10-28,5.4,1.842453,10.0
75822,Hercules and the Circle of Fire,1994,1994-11-05,5.0,1.129236,15.0
107593,June Bride,1948,1948-10-29,8.3,0.642986,2.0
33077,Without Reservations,1946,1946-05-13,4.9,0.762928,6.0
221135,Katherine,1975,1975-10-05,5.0,0.230749,1.0
43275,Roswell,1994,1994-07-31,6.1,1.241304,13.0
178541,The Ballad of Lucy Whipple,2001,2001-01-20,5.7,1.338622,6.0
150004,Taken (2002),2002,2002-12-02,7.4,10.62823,76.0
86382,They Fought for Their Motherland,1975,1975-11-01,7.2,0.954861,8.0
118017,Welcome to Hard Times,1967,1967-04-30,4.6,0.74257,8.0
5147,The Lost Continent,1968,1968-06-19,5.7,0.716881,9.0
86193,The Incredible 2-Headed Transplant,1971,1971-04-28,4.0,0.697569,11.0
41118,Scrooge (1935),1935,1935-11-30,4.9,0.343141,7.0
157919,Knife Fight,2013,2013-01-25,4.7,0.18458,13.0
217896,Suddenly (2013),2013,2013-08-08,3.7,2.604777,20.0
36983,Tornado!,1996,1996-05-06,4.0,1.429564,11.0
43311,The Opposite Sex (1956),1956,1956-10-26,5.5,0.485327,5.0
228676,Mischief Night (2013),2013,2013-10-30,4.4,5.26591,32.0
45800,Saratoga,1937,1937-07-23,6.5,0.251738,4.0
226672,Legendary: Tomb of the Dragon,2013,2013-05-16,4.0,6.554194,22.0
44507,Red Riding Hood (2006),2006,2006-06-27,4.2,1.589347,5.0
47536,Hitler: The Last Ten Days,1973,1973-04-19,6.6,0.954185,9.0
38808,The Man from the Alamo,1953,1953-08-07,6.4,1.229874,8.0
66963,Lucrezia Borgia,1935,1935-12-20,0.0,0.142167,2.0
130633,I Accuse (1938),1938,1938-01-23,6.0,0.228809,2.0
79892,Tower of Nesle,1955,1955-03-18,5.3,0.808367,2.0
146926,Heatseeker,1995,1995-06-27,7.8,1.037592,2.0
76829,Lovers Like Us,1975,1975-11-26,7.1,0.931462,12.0
86680,The Unholy,1988,1988-04-22,5.9,0.945352,9.0
55150,Invitation to a Gunfighter,1964,1964-10-14,5.3,1.225546,17.0
263510,The Hornet's Nest,2014,2014-05-09,6.8,1.592812,21.0
81396,Jimmy the Gent,1934,1934-03-17,6.7,0.184557,3.0
27944,Rain Fall,2009,2009-04-24,6.0,1.474186,6.0
85870,My Way (2012),2012,2012-03-14,6.2,7.847574,85.0
52788,Sisters (2006),2006,2006-11-10,3.9,1.241769,18.0
42485,Cat's Play,1974,1974-05-10,3.3,0.002001,3.0
245072,The House Under the Rocks,1959,1959-01-15,7.5,0.14971,2.0
199456,Struggle in the Valley,1954,1954-03-01,5.0,0.345954,1.0
87939,Two Smart People,1946,1946-06-04,7.0,0.493802,2.0
108345,The Command,1954,1954-02-13,4.5,0.552616,5.0
91480,Mockery,1927,1927-08-13,0.0,0.040078,0.0
183247,The Inspector,1962,1962-05-24,6.5,0.286906,1.0
54162,Hotel California,2008,2008-07-25,4.0,0.043353,1.0
207641,Project Shadowchaser II,1994,1994-05-14,2.0,2.326927,2.0
1849,Nine Hours to Rama,1963,1963-04-30,0.0,0.56799,0.0
1260,Lotte from Gadgetville,2006,2006-08-25,9.0,0.270086,4.0
213443,Man-Proof,1938,1938-01-07,6.0,0.52597,1.0
90582,Tales from Muppetland: The Frog Prince,1971,1971-05-12,3.5,0.368141,3.0
171032,Man of the Moment (1935),1935,1935-09-01,0.0,0.937035,0.0
36258,Orion's Key,1996,1996-01-01,1.5,0.213531,2.0
50697,Nowhere to Go,1958,1958-12-02,6.4,0.741189,4.0
39494,Private Detective 62,1933,1933-06-10,5.5,0.503424,6.0
158870,Newlyweeds,2013,2013-09-18,4.8,0.537877,5.0
172386,Return to Nim's Island,2013,2013-03-15,4.8,3.098933,37.0
28712,The Last Gangster,1937,1937-11-12,5.3,0.809707,4.0
47902,Meskada,2010,2010-10-03,4.6,0.78079,6.0
48689,Curtain Call,1998,1998-12-05,5.6,0.791622,5.0
113823,Three Guys Named Mike,1951,1951-03-01,5.7,0.589707,3.0
73085,Wreckage,2010,2010-01-01,3.8,1.223968,9.0
88905,Monster Island,2004,2004-03-07,4.0,0.230155,6.0
165569,Wuthering Heights (2003),2003,2003-09-14,4.5,0.539564,6.0
140605,Certain Fury,1985,1985-03-01,6.3,0.606516,3.0
57012,Talking to Heaven,2002,2002-04-28,4.6,1.697106,8.0
108251,Girl Fight,2011,2011-10-03,5.9,0.589503,9.0
43432,Roma (2004),2004,2004-04-15,6.0,0.420613,4.0
30861,The Last House in the Woods,2007,2007-08-24,4.7,0.749871,7.0
46743,Out of Bounds (1986),1986,1986-07-25,5.9,0.779829,5.0
19183,The Derby Stallion,2005,2005-07-04,4.7,1.500013,11.0
220746,Jewtopia,2012,2012-04-26,4.3,3.74131,17.0
52784,His and Hers,2001,2001-09-02,4.0,0.281208,4.0
45247,Light in the Piazza,1962,1962-02-07,5.7,0.685069,3.0
65489,Malta Story,1953,1953-06-01,5.0,0.635763,4.0
31933,The Land Before Time XII: The Great Day of the Flyers,2006,2006-02-27,6.2,2.83275,28.0
83667,Payment on Demand,1951,1951-02-03,7.1,0.795493,6.0
35009,Storm Warning (1951),1951,1951-02-10,6.9,0.859415,7.0
54782,The Substitute 4: Failure Is Not an Option,2001,2001-04-24,6.4,1.514248,5.0
256503,Nas: Time Is Illmatic,2014,2014-04-04,7.1,1.923351,30.0
39477,Small Town Saturday Night,2010,2010-05-31,6.6,4.922475,11.0
52252,Ricky Gervais: Out of England 2 - The Stand-Up Special,2010,2010-12-18,7.9,0.668146,5.0
231474,The Hunters (2013),2013,2013-10-25,5.0,4.868184,94.0
238368,High Barbaree,1947,1947-05-01,6.0,0.376197,1.0
121003,The Girl from Missouri,1934,1934-08-03,5.0,0.729896,4.0
223816,Hell Below,1933,1933-06-08,6.8,1.181772,3.0
190160,While the City Sleeps (1928),1928,1928-02-15,5.0,0.385791,2.0
48746,The Christmas Party (2009),2009,2009-11-13,3.9,0.818698,6.0
95866,The Poor Little Rich Girl,1917,1917-03-05,4.5,0.90043,10.0
70811,Hercules in the Maze of the Minotaur,1994,1994-11-19,5.0,2.869197,16.0
14387,The Great St. Trinian's Train Robbery,1966,1966-01-01,7.3,0.381581,4.0
42343,Geordie,1955,1955-09-02,7.0,0.231438,3.0
228074,The Blue Lagoon (1949),1949,1949-03-01,6.5,0.99654,1.0
54391,Millions Like Us,1943,1943-06-01,5.3,0.174896,5.0
252360,In the Name of the King III,2013,2013-12-27,3.3,2.433784,19.0
15614,Invasion (1997),1997,1997-05-04,4.6,0.946845,9.0
54653,Last Rites,2006,2006-06-30,3.3,0.224612,3.0
75834,Hercules in the Underworld,1994,1994-11-07,4.7,4.213454,23.0
18085,Roving Mars,2006,2006-01-27,6.6,1.540775,10.0
49060,Tempo,2003,2003-06-17,4.3,0.263738,4.0
