id,title,original_title,release_year
68806,1993)The Escort (0,The Escort,1993
131903,1993)Face The Music (0,Face The Music,1993
124088,1993)Just Another Girl on the I.R.T. (0,Just Another Girl on the I.R.T.,1993
288193,1993)Warren Oates: Across the Border (0,Warren Oates: Across the Border,1993
36909,1993)American Yakuza (0,American Yakuza,1993
12527,1993)Strawberry and Chocolate (0,Strawberry and Chocolate,1993
46828,1993)Son of the Pink Panther (0,Son of the Pink Panther,1993
103201,1993)Extreme Justice (0,Extreme Justice,1993
112969,1993)Slaughter of the Innocents (0,Slaughter of the Innocents,1993
47507,1993)Café au Lait (0,Café au Lait,1993
99106,1993)The Monster (2,The Monster,1993
77147,1993)On the Dark Continent (0,On the Dark Continent,1993
60316,1993)Food (0,Food,1993
33489,1993)All That... for This?! (0,All That... for This?!,1993
15419,1993)Kabhi Haan Kabhi Naa (0,Kabhi Haan Kabhi Naa,1993
192573,1993)Zapatlela (0,Zapatlela,1993
17189,1993)Battle Angel (0,Battle Angel,1993
91339,1993)Kill Zone (0,Kill Zone,1993
21057,1993)Ocean Waves (0,Ocean Waves,1993
293552,1993)At the River I Stand (0,At the River I Stand,1993
10619,1993)Once Upon a Time in China III (0,Once Upon a Time in China III,1993
105829,1993)The Wild East (0,The Wild East,1993
30443,1993)Back in Action (0,Back in Action,1993
24524,1993)Ad Fundum (0,Ad Fundum,1993
34300,1993)Ernest Rides Again (0,Ernest Rides Again,1993
145925,1993)Mille bolle blu (0,Mille bolle blu,1993
64965,"1993)Per amore, solo per amore (0","Per amore, solo per amore",1993
32049,1993)Best of the Best 2 (0,Best of the Best 2,1993
214753,1993)The Airzone Solution (0,The Airzone Solution,1993
1659,1993)Texas - Doc Snyder hält die Welt in Atem (0,Texas - Doc Snyder hält die Welt in Atem,1993
102691,1993)Bells from the Deep (0,Bells from the Deep,1993
124306,1993)My Life and Times With Antonin Artaud (0,My Life and Times With Antonin Artaud,1993
36323,1993)Jungledyret (0,Jungledyret,1993
49688,1993)Johnny 100 Pesos (0,Johnny 100 Pesos,1993
41665,1993)Fantozzi in Heaven (0,Fantozzi in Heaven,1993
40487,1993)Robot Wars (0,Robot Wars,1993
2007,1992)Lorenzo's Oil (0,Lorenzo's Oil,1992
149856,1992)Baby on Board (0,Baby on Board,1992
96767,1992)Mrs. 'Arris Goes to Paris (0,Mrs. 'Arris Goes to Paris,1992
24230,1992)Nemesis (0,Nemesis,1992
22004,1992)Trespass (0,Trespass,1992
10410,1992)Hoffa (0,Hoffa,1992
9475,1992)Scent of a Woman (0,Scent of a Woman,1992
128634,1992)Prototype (0,Prototype,1992
65958,1992)The Supper (0,The Supper,1992
135307,1992)Derrick contre Superman (0,Derrick contre Superman,1992
42438,1992)Ricky e Barabba (0,Ricky e Barabba,1992
50936,1992)Moon Warriors (0,Moon Warriors,1992
12772,1992)Leap of Faith (0,Leap of Faith,1992
61303,1992)Infelici e contenti (0,Infelici e contenti,1992
10435,1992)Chaplin (0,Chaplin,1992
11597,1992)Toys (0,Toys,1992
42001,1992)The Princess and the Goblin (0,The Princess and the Goblin,1992
34334,1992)That Night (0,That Night,1992
47648,1992)King of Beggars (0,King of Beggars,1992
46028,1992)Puerto Escondido (0,Puerto Escondido,1992
22590,1992)Sidekicks (0,Sidekicks,1992
41779,1992)Used People (0,Used People,1992
10326,1992)Forever Young (0,Forever Young,1992
154501,1992)Legend of the Galactic Heroes: Golden Wings (0,Legend of the Galactic Heroes: Golden Wings,1992
88860,1992)Three Days (1,Three Days,1992
39465,1992)Godzilla vs. Mothra (0,Godzilla vs. Mothra,1992
68437,1992)Svart Lucia (0,Svart Lucia,1992
881,1992)A Few Good Men (0,A Few Good Men,1992
66599,1992)Love Field (0,Love Field,1992
41768,1992)Passion Fish (0,Passion Fish,1992
10437,1992)The Muppet Christmas Carol (0,The Muppet Christmas Carol,1992
70104,1992)A Killer Among Friends (0,A Killer Among Friends,1992
273160,1992)Four Eyes and Six-Guns (0,Four Eyes and Six-Guns,1992
50327,1992)To Grandmother's House We Go (0,To Grandmother's House We Go,1992
32119,1992)The Boys of St. Vincent (0,The Boys of St. Vincent,1992
215993,1992)Prime Suspect 2 (0,Prime Suspect 2,1992
10411,1992)The Distinguished Gentleman (0,The Distinguished Gentleman,1992
2470,1992)Belle Époque (0,Belle Époque,1992
26877,1992)Naked Killer (0,Naked Killer,1992
112054,1992)Beyond Justice (0,Beyond Justice,1992
56947,1992)La crise (0,La crise,1992
11012,1992)Damage (0,Damage,1992
40573,1992)The Inheritance or Fuckoffguysgoodday (0,The Inheritance or Fuckoffguysgoodday,1992
16486,1992)The Spirit of Christmas (2,The Spirit of Christmas,1992
23998,"1992)It's Christmastime Again, Charlie Brown (0","It's Christmastime Again, Charlie Brown",1992
37022,1992)Saved by the Bell: Hawaiian Style (0,Saved by the Bell: Hawaiian Style,1992
619,1992)The Bodyguard (0,The Bodyguard,1992
812,1992)Aladdin (0,Aladdin,1992
213755,1992)Extralarge: Black Magic (0,Extralarge: Black Magic,1992
56448,1992)Stalin (0,Stalin,1992
18575,1992)Pigs (1,Pigs,1992
772,1992)Home Alone 2: Lost in New York (0,Home Alone 2: Lost in New York,1992
36896,1992)Killer Tomatoes Eat France! (0,Killer Tomatoes Eat France!,1992
1883,1992)Malcolm X (0,Malcolm X,1992
30592,1992)The Jacksons: An American Dream (0,The Jacksons: An American Dream,1992
103299,1992)Traces of Red (0,Traces of Red,1992
6114,1992)Dracula (0,Dracula,1992
26255,1992)Love Potion No. 9 (0,Love Potion No. 9,1992
87321,1992)Mikey (0,Mikey,1992
83501,1992)Comedy of the Strict Regime (0,Comedy of the Strict Regime,1992
36947,1992)Manufacturing Consent: Noam Chomsky and the Media (0,Manufacturing Consent: Noam Chomsky and the Media,1992
10424,1992)Jennifer Eight (0,Jennifer Eight,1992
10538,1992)Passenger 57 (0,Passenger 57,1992
1877,1992)Doctor Mordrid (0,Doctor Mordrid,1992
119855,1992)The Dream of a Ridiculous Man (0,The Dream of a Ridiculous Man,1992
97044,1992)Aileen Wuornos: The Selling of a Serial Killer (0,Aileen Wuornos: The Selling of a Serial Killer,1992
85755,1992)Perry Mason: The Case of the Heartbroken Bride (0,Perry Mason: The Case of the Heartbroken Bride,1992
293089,1992)The Prodigal Son (1,The Prodigal Son,1992
23654,1992)Jönssonligan och den svarta diamanten (0,Jönssonligan och den svarta diamanten,1992
69035,1992)Ruby Cairo (0,Ruby Cairo,1992
124096,"1992)Olivier, Olivier (0","Olivier, Olivier",1992
55730,1992)My New Gun (0,My New Gun,1992
232420,1992)Twinkle (0,Twinkle,1992
117773,1992)Frozen Assets (0,Frozen Assets,1992
22627,1992)Pure Country (0,Pure Country,1992
37527,1992)Dr. Giggles (0,Dr. Giggles,1992
52936,1992)In the Soup (0,In the Soup,1992
70489,1992)Zebrahead (0,Zebrahead,1992
33221,1992)Into the West (0,Into the West,1992
364150,1992)The Godfather Trilogy: 1972-1990 (0,The Godfather Trilogy: 1972-1990,1992
37753,1992)Consenting Adults (0,Consenting Adults,1992
92675,1992)Deadbolt (0,Deadbolt,1992
25095,1992)Wuthering Heights (1,Wuthering Heights,1992
9529,1992)Candyman (0,Candyman,1992
48449,1992)The Pocket-knife (0,The Pocket-knife,1992
47628,1992)Trancers 3: Deth Lives (0,Trancers 3: Deth Lives,1992
47802,1992)Simple Men (0,Simple Men,1992
45006,1992)Interceptor (0,Interceptor,1992
36288,1992)Night and the City (0,Night and the City,1992
55761,1992)Vääpeli Körmy ja etelän hetelmät (0,Vääpeli Körmy ja etelän hetelmät,1992
293,1992)A River Runs Through It (0,A River Runs Through It,1992
180162,1992)Breaking the Rules (0,Breaking the Rules,1992
1492,1992)1492: Conquest of Paradise (0,1492: Conquest of Paradise,1992
766,1992)Army of Darkness (0,Army of Darkness,1992
59169,1992)Beyond The Mind's Eye (0,Beyond The Mind's Eye,1992
8845,1992)Under Siege (0,Under Siege,1992
54821,1992)Adam (2,Adam,1992
59390,1992)Running Mates (0,Running Mates,1992
19725,1992)Carry On Columbus (0,Carry On Columbus,1992
10699,1992)Hero (0,Hero,1992
38143,1992)The Story of Qiu Ju (0,The Story of Qiu Ju,1992
10414,1992)The Mighty Ducks (0,The Mighty Ducks,1992
94706,1992)The Quince Tree Sun (0,The Quince Tree Sun,1992
20227,1992)Michael Jackson Dangerous Tour - Bucharest - 1992 (0,Michael Jackson Dangerous Tour - Bucharest - 1992,1992
22582,1992)Tom and Jerry: The Movie (0,Tom and Jerry: The Movie,1992
180576,1992)Rich in Love (0,Rich in Love,1992
23637,"1992)Ciao, Professore! (0","Ciao, Professore!",1992
205263,1992)A Is for Autism (0,A Is for Autism,1992
18722,1992)Mr. Baseball (0,Mr. Baseball,1992
12088,1992)Fortress (0,Fortress,1992
55613,1992)Careful (0,Careful,1992
168976,1992)The Silent Touch (0,The Silent Touch,1992
288126,1992)Comrades in Arms (0,Comrades in Arms,1992
145959,1992)Obsessed (2,Obsessed,1992
9361,1992)The Last of the Mohicans (0,The Last of the Mohicans,1992
27381,1992)Innocent Blood (0,Innocent Blood,1992
274990,1992)Sofie (0,Sofie,1992
86131,1992)Child of Rage (0,Child of Rage,1992
54087,1992)Mr. Saturday Night (0,Mr. Saturday Night,1992
177216,1992)Twist (1,Twist,1992
14684,1992)School Ties (0,School Ties,1992
83226,1992)The Last Dive (0,The Last Dive,1992
124085,1992)Hyenas (0,Hyenas,1992
11790,1992)Peter's Friends (0,Peter's Friends,1992
115565,1992)Equinox (0,Equinox,1992
28384,1992)Husbands and Wives (0,Husbands and Wives,1992
14361,1992)Captain Ron (0,Captain Ron,1992
53049,1992)Claire of the Moon (0,Claire of the Moon,1992
11068,1992)Singles (0,Singles,1992
35936,1992)Sarafina! (0,Sarafina!,1992
23196,1992)South Central (0,South Central,1992
41778,1992)Visions of Light (0,Visions of Light,1992
111883,1992)Mac (0,Mac,1992
430985,1992)The Diamond Fleece (0,The Diamond Fleece,1992
13823,1992)The Power of One (0,The Power of One,1992
41678,1992)The Oak (0,The Oak,1992
353921,1992)Inside Out 3 (0,Inside Out 3,1992
11139,1992)Leolo (0,Leolo,1992
10618,1992)Once Upon a Time in China II (0,Once Upon a Time in China II,1992
151062,1992)Mad at the Moon (0,Mad at the Moon,1992
282624,1992)Little Sister (0,Little Sister,1992
9609,1992)Of Mice and Men (0,Of Mice and Men,1992
12143,1992)Bad Lieutenant (0,Bad Lieutenant,1992
55694,1992)Miracle Beach (0,Miracle Beach,1992
14002,1992)Baraka (0,Baraka,1992
9504,1992)Glengarry Glen Ross (0,Glengarry Glen Ross,1992
63115,1992)Crush (1,Crush,1992
124101,1992)Rock Hudson's Home Movies (0,Rock Hudson's Home Movies,1992
186809,1992)Crossing The Bridge (0,Crossing The Bridge,1992
11569,1992)Hellraiser III: Hell on Earth (0,Hellraiser III: Hell on Earth,1992
54934,1992)Swoon (0,Swoon,1992
28881,1992)Wind (0,Wind,1992
17736,1992)Where the Day Takes You (0,Where the Day Takes You,1992
24065,1992)Guncrazy (0,Guncrazy,1992
108705,1992)Acla's Descent into Floristella (0,Acla's Descent into Floristella,1992
39967,1992)L.627 (0,L.627,1992
18265,1992)Remote Control (1,Remote Control,1992
2322,1992)Sneakers (0,Sneakers,1992
26755,1992)Brother's Keeper (0,Brother's Keeper,1992
55325,1992)The Double O Kid (0,The Double O Kid,1992
9367,1992)El Mariachi (0,El Mariachi,1992
41313,1992)The Tune (0,The Tune,1992
114726,1992)Out on a Limb (0,Out on a Limb,1992
10608,1992)Bob Roberts (0,Bob Roberts,1992
4507,1992)Jamon Jamon (0,Jamon Jamon,1992
12629,1992)Live Wire (0,Live Wire,1992
48150,1992)A Heart in Winter (0,A Heart in Winter,1992
210737,1992)Yodha (0,Yodha,1992
500,1992)Reservoir Dogs (0,Reservoir Dogs,1992
10497,1992)Bitter Moon (0,Bitter Moon,1992
170603,1992)Round Trip to Heaven (0,Round Trip to Heaven,1992
11386,1992)The Crying Game (0,The Crying Game,1992
44103,1992)Priest Daens (0,Priest Daens,1992
9300,1992)Orlando (0,Orlando,1992
83761,1992)Life and Nothing More... (0,Life and Nothing More...,1992
341490,1992)As in Heaven (0,As in Heaven,1992
12518,1992)Honeymoon in Vegas (0,Honeymoon in Vegas,1992
10906,1992)Pet Sematary II (0,Pet Sematary II,1992
135890,1992)Storyville (0,Storyville,1992
75145,1992)Citizen Cohn (0,Citizen Cohn,1992
41682,1992)Christopher Columbus: The Discovery (0,Christopher Columbus: The Discovery,1992
145066,1992)Waterland (0,Waterland,1992
280495,1992)Deceit (0,Deceit,1992
48995,1992)The Democratic Terrorist (0,The Democratic Terrorist,1992
47898,1992)The Gun in Betty Lou's Handbag (0,The Gun in Betty Lou's Handbag,1992
36351,1992)Light Sleeper (0,Light Sleeper,1992
12525,1992)Critters 4 (0,Critters 4,1992
10409,1992)Strictly Ballroom (0,Strictly Ballroom,1992
41878,1992)Savage Nights (0,Savage Nights,1992
114674,1992)Can It Be Love (0,Can It Be Love,1992
21463,1992)Roja (0,Roja,1992
110395,1992)Freddie as F.R.O.7. (0,Freddie as F.R.O.7.,1992
23939,1992)Stay Tuned (0,Stay Tuned,1992
19143,1992)Diggstown (0,Diggstown,1992
9605,1992)Single White Female (0,Single White Female,1992
185476,1992)Videograms of a Revolution (0,Videograms of a Revolution,1992
763,1992)Braindead (0,Braindead,1992
29750,1992)Metallica: A Year and a Half in the Life Of... (0,Metallica: A Year and a Half in the Life Of...,1992
70089,1992)Comet in Moominland (0,Comet in Moominland,1992
5237,1992)Dust Devil (0,Dust Devil,1992
33,1992)Unforgiven (0,Unforgiven,1992
16314,1992)3 Ninjas (0,3 Ninjas,1992
13937,1992)Raising Cain (0,Raising Cain,1992
123691,1992)Dream Deceivers: The Story Behind James Vance vs. Judas Priest (0,Dream Deceivers: The Story Behind James Vance vs. Judas Priest,1992
88174,1992)Whispers in the Dark (0,Whispers in the Dark,1992
37021,"1992)Ranma ½: Nihao, My Concubine (0","Ranma ½: Nihao, My Concubine",1992
162453,1992)Kaïrat (0,Kaïrat,1992
57981,1992)Rapado (0,Rapado,1992
54655,1992)Jersey Girl (1,Jersey Girl,1992
36616,1992)Bébé's Kids (0,Bébé's Kids,1992
9374,1992)Death Becomes Her (0,Death Becomes Her,1992
51730,1992)Royal Tramp (0,Royal Tramp,1992
24182,"1992)Dearest Relatives, Poisonous Relations (0","Dearest Relatives, Poisonous Relations",1992
27295,1992)Mom and Dad Save the World (0,Mom and Dad Save the World,1992
12251,1992)Mo' Money (0,Mo' Money,1992
13153,1992)Rapid Fire (0,Rapid Fire,1992
10206,1992)Buffy the Vampire Slayer (0,Buffy the Vampire Slayer,1992
71825,1992)Mistress (1,Mistress,1992
11621,1992)Porco Rosso (0,Porco Rosso,1992
41670,1992)A Stranger Among Us (0,A Stranger Among Us,1992
39472,1992)Man Trouble (0,Man Trouble,1992
191322,1992)Dark Horse (2,Dark Horse,1992
41671,1992)Amityville: It's About Time (0,Amityville: It's About Time,1992
11158,1992)Honey I Blew Up the Kid (0,Honey I Blew Up the Kid,1992
39104,1992)Dragon Ball Z: Super Android 13 (0,Dragon Ball Z: Super Android 13,1992
9349,1992)Universal Soldier (0,Universal Soldier,1992
14239,1992)Cool World (0,Cool World,1992
2613,1992)Prelude to a Kiss (0,Prelude to a Kiss,1992
47866,1992)Gas Food Lodging (0,Gas Food Lodging,1992
45002,1992)Chamatkar (0,Chamatkar,1992
27600,1992)Lotta on Rascal Street (0,Lotta on Rascal Street,1992
11134,1992)Police Story 3: Supercop (0,Police Story 3: Supercop,1992
158009,1992)The Legend of the North Wind (0,The Legend of the North Wind,1992
92371,1992)Project: Shadowchaser (0,Project: Shadowchaser,1992
11287,1992)A League of Their Own (0,A League of Their Own,1992
11066,1992)Boomerang (0,Boomerang,1992
18672,1992)The Legend of the Swordsman (0,The Legend of the Swordsman,1992
17494,1992)Unlawful Entry (0,Unlawful Entry,1992
180132,1992)Raiders of the Sun (0,Raiders of the Sun,1992
39690,1992)The Weathering Continent (0,The Weathering Continent,1992
364,1992)Batman Returns (0,Batman Returns,1992
118424,1992)The Iceman Tapes: Conversations with a Killer (0,The Iceman Tapes: Conversations with a Killer,1992
87339,1992)The Guard from the Underground (0,The Guard from the Underground,1992
70461,1992)IP5: The Island of Pachyderms (0,IP5: The Island of Pachyderms,1992
10407,1992)Housesitter (0,Housesitter,1992
39027,1992)Kickboxer 3: The Art of War (0,Kickboxer 3: The Art of War,1992
18543,1992)Revenge of the Nerds III: The Next Generation (0,Revenge of the Nerds III: The Next Generation,1992
63538,1992)Naval Cadets III (0,Naval Cadets III,1992
64044,1992)Musketeers 20 Years Later (0,Musketeers 20 Years Later,1992
30963,1992)Class Act (0,Class Act,1992
9869,1992)Patriot Games (0,Patriot Games,1992
1923,1992)Twin Peaks: Fire Walk with Me (0,Twin Peaks: Fire Walk with Me,1992
10408,1992)Flodder Does Manhattan! (0,Flodder Does Manhattan!,1992
131351,1992)Afterburn (0,Afterburn,1992
20811,1992)The Master (1,The Master,1992
41796,1992)The Adjuster (0,The Adjuster,1992
134390,1992)The Finest Hour (0,The Finest Hour,1992
92779,1992)Seedpeople (0,Seedpeople,1992
2005,1992)Sister Act (0,Sister Act,1992
214827,1992)Body Waves (0,Body Waves,1992
196940,1992)Quartier Mozart (0,Quartier Mozart,1992
45779,1992)Mindwarp (0,Mindwarp,1992
41764,1992)The Best Intentions (0,The Best Intentions,1992
79106,1992)Sherlock Holmes: Incident at Victoria Falls (0,Sherlock Holmes: Incident at Victoria Falls,1992
8077,1992)Alien³ (0,Alien³,1992
11259,1992)Far and Away (0,Far and Away,1992
10406,1992)Encino Man (0,Encino Man,1992
49956,1992)The Long Day Closes (0,The Long Day Closes,1992
27052,1992)For a Lost Soldier (0,For a Lost Soldier,1992
33202,1992)Jo Jeeta Wohi Sikandar (0,Jo Jeeta Wohi Sikandar,1992
74938,1992)The Dark Side of the Heart (0,The Dark Side of the Heart,1992
34202,1992)Intruders (2,Intruders,1992
110283,1992)Minbo: the Gentle Art of Japanese Extortion (0,Minbo: the Gentle Art of Japanese Extortion,1992
186869,1992)The Vagrant (0,The Vagrant,1992
34328,1992)Monster in a Box (0,Monster in a Box,1992
943,1992)Lethal Weapon 3 (0,Lethal Weapon 3,1992
51806,1992)To Catch a Killer (0,To Catch a Killer,1992
61418,1992)The Waterdance (0,The Waterdance,1992
37420,1992)Timescape (0,Timescape,1992
70423,1992)CrissCross (0,CrissCross,1992
21128,1992)One False Move (0,One False Move,1992
26246,1992)Incident at Oglala (0,Incident at Oglala,1992
46972,1992)Big Girls Don't Cry... They Get Even (0,Big Girls Don't Cry... They Get Even,1992
9264,1992)Poison Ivy (0,Poison Ivy,1992
95400,1992)Perry Mason: The Case of the Reckless Romeo (0,Perry Mason: The Case of the Reckless Romeo,1992
53064,1992)Midori (0,Midori,1992
13006,1992)Split Second (0,Split Second,1992
10086,1992)Man Bites Dog (0,Man Bites Dog,1992
18495,1992)Folks! (0,Folks!,1992
12124,1992)The Journey (1,The Journey,1992
54715,1992)Leaving Normal (0,Leaving Normal,1992
19459,1992)Tribulation 99: Alien Anomalies Under America (0,Tribulation 99: Alien Anomalies Under America,1992
263032,1992)Miss Rose White (0,Miss Rose White,1992
19380,1992)White Sands (0,White Sands,1992
25161,1992)George Carlin: Jammin' in New York (0,George Carlin: Jammin' in New York,1992
62383,1992)Passed Away (0,Passed Away,1992
82868,1992)I Don't Buy Kisses Anymore (0,I Don't Buy Kisses Anymore,1992
23908,1992)A Midnight Clear (0,A Midnight Clear,1992
44941,1992)Year of the Comet (0,Year of the Comet,1992
41774,1992)The Playboys (0,The Playboys,1992
28751,1992)976-Evil II (0,976-Evil II,1992
18631,1992)Beyond The Law (0,Beyond The Law,1992
124902,1992)A Dangerous Man: Lawrence After Arabia (0,A Dangerous Man: Lawrence After Arabia,1992
61225,1992)The Babe (0,The Babe,1992
32450,1992)Brain Donors (0,Brain Donors,1992
5899,1992)The Northerners (0,The Northerners,1992
101897,1992)Boris and Natasha (0,Boris and Natasha,1992
18183,1992)Like Water for Chocolate (0,Like Water for Chocolate,1992
11782,1992)Hard Boiled (0,Hard Boiled,1992
47821,1992)City of Joy (0,City of Joy,1992
20676,1992)Deep Cover (0,Deep Cover,1992
2731,1992)Indochine (0,Indochine,1992
171213,1992)Love After Love (0,Love After Love,1992
55596,1992)Christmas in Connecticut (1,Christmas in Connecticut,1992
244956,1992)Basara: Princess Goh (0,Basara: Princess Goh,1992
15300,1992)Newsies (0,Newsies,1992
13225,1992)FernGully: The Last Rainforest (0,FernGully: The Last Rainforest,1992
11428,1992)Sleepwalkers (0,Sleepwalkers,1992
32635,1992)A Place in the World (0,A Place in the World,1992
237422,1992)Avetik (0,Avetik,1992
10403,1992)The Player (0,The Player,1992
37264,1992)Straight Talk (0,Straight Talk,1992
11806,1992)Beethoven (0,Beethoven,1992
12395,1992)Thunderheart (0,Thunderheart,1992
389882,1992)The Love-stricken (0,The Love-stricken,1992
86211,1992)Deep Blues (0,Deep Blues,1992
250029,1992)Absence (0,Absence,1992
40841,1992)Roadside Prophets (0,Roadside Prophets,1992
16562,1992)The Cutting Edge (0,The Cutting Edge,1992
19087,1992)LadyBugs (0,LadyBugs,1992
70709,1992)Ruby (0,Ruby,1992
293092,1992)Back to the USSR (0,Back to the USSR,1992
10158,1992)White Men Can't Jump (0,White Men Can't Jump,1992
70553,1992)Sleepaway Camp IV: The Survivor (0,Sleepaway Camp IV: The Survivor,1992
1482,1992)Laws of Gravity (0,Laws of Gravity,1992
26670,1992)Noises Off... (0,Noises Off...,1992
402,1992)Basic Instinct (0,Basic Instinct,1992
45777,1992)The Beautiful Story (0,The Beautiful Story,1992
7015,1992)American Heart (0,American Heart,1992
22795,1992)Doing Time on Maple Drive (0,Doing Time on Maple Drive,1992
8293,1992)Howards End (0,Howards End,1992
25269,1992)Article 99 (0,Article 99,1992
13199,1992)American Me (0,American Me,1992
10377,1992)My Cousin Vinny (0,My Cousin Vinny,1992
80343,1992)Lady Dragon (0,Lady Dragon,1992
40649,1992)Demonic Toys (0,Demonic Toys,1992
6547,1992)Schtonk! (0,Schtonk!,1992
36257,1992)Tiny Toon Adventures: How I Spent My Vacation (0,Tiny Toon Adventures: How I Spent My Vacation,1992
39103,1992)Dragon Ball Z: Return of Cooler (0,Dragon Ball Z: Return of Cooler,1992
16219,1992)Gladiator 1992 (0,Gladiator 1992,1992
40773,1992)Meatballs 4 (0,Meatballs 4,1992
27465,1992)Once Upon a Crime (0,Once Upon a Crime,1992
34151,1992)Blame It on the Bellboy (0,Blame It on the Bellboy,1992
10163,1992)The Lawnmower Man (0,The Lawnmower Man,1992
10412,1992)Romper Stomper (0,Romper Stomper,1992
48918,1992)Shadow of the Wolf (0,Shadow of the Wolf,1992
74714,1992)Diên Biên Phu (0,Diên Biên Phu,1992
70046,1992)Grave Secrets: The Legacy of Hilltop Drive (0,Grave Secrets: The Legacy of Hilltop Drive,1992
224937,1992)Nervous Ticks (0,Nervous Ticks,1992
228257,1992)Perry Mason: The Case of the Fatal Framing (0,Perry Mason: The Case of the Fatal Framing,1992
40082,1992)The Mambo Kings (0,The Mambo Kings,1992
2687,1992)Memoirs of an Invisible Man (0,Memoirs of an Invisible Man,1992
2441,1992)Cows (0,Cows,1992
10995,1992)The Lover (0,The Lover,1992
70026,1992)Falling From Grace (0,Falling From Grace,1992
37265,1992)All Ladies Do It (0,All Ladies Do It,1992
20763,1992)Radio Flyer (0,Radio Flyer,1992
9876,1992)Stop! Or My Mom Will Shoot (0,Stop! Or My Mom Will Shoot,1992
41776,1992)This Is My Life (0,This Is My Life,1992
34683,1992)House of Angels (0,House of Angels,1992
41055,1992)Slap-Jack (0,Slap-Jack,1992
53200,1992)Lessons of Darkness (0,Lessons of Darkness,1992
31303,1992)Betty (0,Betty,1992
28212,1992)La Vie de Bohème (0,La Vie de Bohème,1992
41769,1992)Prom Night IV: Deliver Us from Evil (0,Prom Night IV: Deliver Us from Evil,1992
8872,1992)Wayne's World (0,Wayne's World,1992
88107,1992)Double Trouble (2,Double Trouble,1992
76793,1992)Le bal des casse-pieds (0,Le bal des casse-pieds,1992
9096,1992)Medicine Man (0,Medicine Man,1992
4823,1992)Final Analysis (0,Final Analysis,1992
161402,1992)Suryavanshi (0,Suryavanshi,1992
71120,1992)Final Impact (0,Final Impact,1992
228012,1992)Raat (0,Raat,1992
25296,1992)Pushing Hands (0,Pushing Hands,1992
27816,1992)Basket Case 3 (0,Basket Case 3,1992
56551,1992)Maledetto il giorno che t'ho incontrato (0,Maledetto il giorno che t'ho incontrato,1992
266525,1992)Alan & Naomi (0,Alan & Naomi,1992
31962,1992)Shining Through (0,Shining Through,1992
33305,1992)Scanners III: The Takeover (0,Scanners III: The Takeover,1992
155341,1992)Ax 'Em (0,Ax 'Em,1992
207558,1992)Color Adjustment (0,Color Adjustment,1992
55033,1992)The Buttercream Gang (0,The Buttercream Gang,1992
94666,1992)Surviving Desire (0,Surviving Desire,1992
52868,1992)House IV (0,House IV,1992
16136,1992)Juice (0,Juice,1992
9278,1992)Freejack (0,Freejack,1992
18764,1992)Twin Dragons (0,Twin Dragons,1992
51581,"1992)Sumo Do, Sumo Don't (0","Sumo Do, Sumo Don't",1992
151232,1992)Mother (3,Mother,1992
5765,1992)Knight Moves (0,Knight Moves,1992
348507,1992)Breaking the Silence (0,Breaking the Silence,1992
14603,1992)Kuffs (0,Kuffs,1992
11087,1992)The Hand that Rocks the Cradle (0,The Hand that Rocks the Cradle,1992
2038,1992)Iron Eagle III (0,Iron Eagle III,1992
30785,1992)Evil Toons (0,Evil Toons,1992
15802,1992)Tokyo Decadence (0,Tokyo Decadence,1992
279692,1992)Murder Without Motive: The Edmund Perry Story (0,Murder Without Motive: The Edmund Perry Story,1992
87388,1992)In the Arms of a Killer (0,In the Arms of a Killer,1992
30101,1992)Where The Red Fern Grows II: The Classic Continues (0,Where The Red Fern Grows II: The Classic Continues,1992
47714,1992)The Stolen Children (0,The Stolen Children,1992
41777,1992)Tito and Me (0,Tito and Me,1992
70172,1992)Still Not Quite Human (0,Still Not Quite Human,1992
24645,1992)The Turning (0,The Turning,1992
29904,1992)Barbarian Queen II: The Empress Strikes Back (0,Barbarian Queen II: The Empress Strikes Back,1992
40213,1992)New Dragon Gate Inn (0,New Dragon Gate Inn,1992
31987,1992)Don Quixote (1,Don Quixote,1992
128657,1992)Saint Tropez - Saint Tropez (0,Saint Tropez - Saint Tropez,1992
186634,1992)Kung Fu Rascals (0,Kung Fu Rascals,1992
151489,1992)Hedd Wyn (0,Hedd Wyn,1992
67545,1992)Patrioticheskaya Komediya (0,Patrioticheskaya Komediya,1992
421741,1992)Men's Games (0,Men's Games,1992
34505,1992)Bill Hicks: Relentless (0,Bill Hicks: Relentless,1992
28263,1992)Fifty/Fifty (0,Fifty/Fifty,1992
17991,1992)Tetsuo II: Body Hammer (0,Tetsuo II: Body Hammer,1992
32517,"1992)Justice, My Foot! (0","Justice, My Foot!",1992
118809,1992)Heart (0,Heart,1992
26599,1992)Duel of Hearts (0,Duel of Hearts,1992
31692,1992)The Public Eye (0,The Public Eye,1992
33604,1992)We Are Not Angels (0,We Are Not Angels,1992
114284,1992)Praying with Anger (0,Praying with Anger,1992
162406,1992)Embracing (0,Embracing,1992
141055,1992)Bikini Summer II (0,Bikini Summer II,1992
56486,1992)Loss Is to Be Expected (0,Loss Is to Be Expected,1992
41771,1992)Tale of a Vampire (0,Tale of a Vampire,1992
45562,1992)An Ungentlemanly Act (0,An Ungentlemanly Act,1992
453062,1992)Role Play: Women on Fassbinder (0,Role Play: Women on Fassbinder,1992
85424,1992)Hotel E (0,Hotel E,1992
56190,1992)Green Legend Ran (0,Green Legend Ran,1992
